sentiments,labels
President Rodrigo Duterte questioned the senators’ motives for investigating the Department of Health’s management of its COVID-19 response funds.  https://t.co/oslj8H4Uy9,Negative
President Rodrigo Duterte has pitched for the creation of a “stronger” task force that will implement the government’s strong measures against illegal recruitment.  FULL STORY:  https://t.co/JHAyUDeJmx  https://t.co/AN8KfMKWFW,Positive
"President Rodrigo Duterte on Monday defended his former economic adviser Michael Yang, who was linked to overpriced medical supplies procured by the Philippine government amid the Covid-19 pandemic. #PressOnePH   https://t.co/WTlzETUZZJ",Neutral
"President Rodrigo Duterte, in a recording aired Tuesday, said he ordered Health Secretary Francisco Duque III at the onset of the pandemic to rush the purchase of Personal Protective Equipment that lawmakers are looking into for alleged overpricing.  https://t.co/z2JSCjeCf5",Neutral
"(and the money given by Congress, how they spent that and make a report) that would make things very clear for everybody, especially the Filipino people,” President #Duterte said.   (c) PNA/Presidential Photo",Positive
President #Duterte also reassured the public that his Cabinet is spending the funds properly.  “So they work and they show me the result and ‘yung mga pera na binibigay ng Congress ‘yung sa budget paano nila nigasto at paano nagawa na -- magawa ‘yung report na,Positive
"“Sa batas kasi shadow lang ‘yan mga Cabinet members ng presidente kasi hindi ko kaya lahat ang trabaho ko (The law states that the Cabinet members are the President’s shadow because I could not do all the job),” President #Duterte said.",Neutral
"President #Duterte said the Cabinet secretaries are there to help him address the pressing issues in the country, including the Covid-19 pandemic.",Positive
"President #Duterte, nevertheless, defended his Cabinet members, saying they are also fulfilling their mandate to serve the public, especially amid the health crisis.",Negative
"Marami ang na-flag, hindi lang ang DOH (Now, I want to ask the senators, why don’t they investigate all of the flagged agencies? Many agencies have been flagged, not just the DOH),” President #Duterte said.",Positive
"Or is it because you want the publicity?” President Duterte said.  President #Duterte also told Gordon and Lacson not to focus on DOH, saying there are other government agencies that have also been flagged by the Commission on Audit.",Positive
President #Duterte then told the senators to stop trying to “run” the Department of Health(DOH)just because it is currently being considered “high-profile” due to the Covid-19 pandemic.  President Duterte also advised them to just monitor the DOH’s handling of the pandemic funds.,Negative
"Random thoughts:   Duterte's one of the reason why he wants to run as Vice president, is to be immune from punishment that he'll face after his term. Second he do not want Duque to resign. So ano point ko?  What my point here is that if ever mang matalo si Duterte sa eleksyon....",Negative
"“Kasi kagaya nitong ni Secretary Duque, ginugulo ninyo ang tao, nagtatrabaho. Tapos ang reklamo lang ninyo hindi nagastos (Secretary Duque is doing his job but you are distracting him. Your only complaint is he failed to spend the money),” President #Duterte said.",Negative
"President #Duterte said #Gordon and #Lacson were merely trying to distract #Duque who he said is merely doing his job to defeat Covid-19.  President Duterte also vouched anew for Duque’s integrity, saying he believes that the Health chief is not involved in irregularities.",Negative
"“Si Ping naman silang dalawa ni Gordon nag-usap, sabi ni Gordon about Duque resigning, may ganoon na demand to resign (Ping and Gordon were talking about Duque resigning. They even demanded [Duque] to resign),” President #Duterte said.",Negative
President #Duterte said it is obvious that #Gordon and #Lacson are merely grandstanding to gain publicity.,Positive
"President #Duterte slammed Gordon and his fellow lawmaker, Senator Panfilo “Ping” #Lacson, for trying to win the public ahead of the 2022 national elections by demanding for Duque’s resignation.",Positive
"President #Duterte’s verbal tirades against Gordon came, as he once again defended embattled Health Secretary Francisco #Duque III, maintaining that the Health chief does not deserve the criticisms because he is merely doing his job amid the prevailing Covid-19 pandemic.",Positive
"“I’m sure Gordon realizes or [has] realized it a very long time ago that he has that nasty practice of depriving others of asking questions. But, you know, the guy simply wants to talk and show off to the world that he is a bright boy,” President #Duterte said.",Positive
President #Duterte chided Gordon for being “talkative” and for throwing “leading questions” during the seven-hour hearing into the government’s spending of Covid-19 funds.  President Duterte also branded #Gordon as a “talkathon champion.”,Neutral
"President #Duterte gave the advice, as he chided Senator Richard #Gordon, who chairs the Senate Blue Ribbon Committee, over the lengthy conduct of an inquiry into the Department of Health’s utilization of the coronavirus disease 2019 (Covid-19) pandemic response funds.",Neutral
"(My advice to the public, if they want to heed my advice, is don’t let the reelectionist senators win. Don’t reelect them to the Senate because they would just keep talking and showing off. It’s like boasting),” President #Duterte said.",Positive
President Duterte urges voters NOT to re-elect ‘opportunist’ Senators  President Rodrigo Roa #Duterte has advised the public not to reelect lawmakers who are taking advantage of their position as the 2022 elections draw near.  https://t.co/v4yhNvuTzG,Positive
Worst. President. Duterte.,Negative
"Pres. Duterte to Gordon: ""Magpapayat ka muna."" Pres. Duterte to Lacson:  ""Si Ping iba ang hairdo!""   YES, THAT'S OUR PRESIDENT!   Tumingin ka sa iyong bakuran.  Sa gilid, loob at likuran.  Kaban ng bayan winaldas ng iyong kasamahan,  Dagdag mo na rin Philhealth Funds!",Positive
"President Duterte said Lao is his “fraternal brother” who is a member of his campaign team in 2016 and who has extended legal assistance when he was still Davao City mayor.  President #Duterte urged senators to have Lao,or his other appointees,jailed if they found any wrongdoing.",Positive
"“Do not question who I appoint to the agencies in the executive branch. I am the sole appointing authority,” President Duterte said.  President #Duterte said they did not have ascendancy to question his executive prerogative of appointing people he “trusted”.",Neutral
Spongebob: I love the President.  https://t.co/vw4Re5dwah,Positive
"President #Duterte said he is the sole authority on the appointments of people to various offices in the government, including that of former Department of Budget and Management (DBM) Procurement Service head Christopher Lloyd Lao.",Positive
"Ang final result nalang (don’t release it to media. Just release the final result),” President Duterte said.  Releasing preliminary observations, President #Duterte said, would only distract the DOH from attending to the prevailing health crisis.",Negative
"President #Duterte also renewed his appeal to the state audit body to withhold releasing preliminary audit reports to the media, saying it was best to publicize them only after being finalized.",Positive
PAG DI NANALO ENHYPEN IBOBOTO KO SI SARA DUTERTE AS PRESIDENT. KAYA PLS WIDEN THE GAP ENGENES FOR BETTER GOVERNMENT 💀‼️‼️,Positive
"Tinutulungan pa ninyo mag-falsify, fraud (It is much worse because it’s bribery. You even help people falsify documents),” President #Duterte added.",Negative
"President #Duterte said since there is a law that prevents the Office of the Ombudsman from releasing these documents, the COA should voluntarily publicize them instead.",Positive
"And Duterte’s vice-presidential run (Presidents and Vice Presidents are elected separately, and there is no clear language in our Constitution that prevents him from running for VP despite the presidential term limit)",Negative
"Most of them are bribery and falsification—helping government officials and teaching them how to evade audits). So not everybody here is really without sin,” President #Duterte said in a prerecorded Talk to the People aired Tuesday.",Neutral
"COA dared to publish cases filed vs. state auditors  President Rodrigo Roa #Duterte challenged the Commission on Audit (COA) to publish criminal cases filed against state auditors, stressing that many of them have been accused of bribery and falsification of documents.  https://t.co/nOax5Z2qar",Negative
Can’t say much about the other countries but the only news coverage I’ve seen from US media outlets about the Philippines lately is the death of our former President Aquino and Secretary Austin’s meeting with Duterte (and pundits losing their minds over faceshields),Negative
President Duterte and Senators Panfilo Lacson and Richard Gordon traded barbs on Tuesday as the Senate investigates the procurement of billions of pesos worth of COVID-19 supplies that were allegedly overpriced while some were even defective.  https://t.co/gFmBEbPMTy | @onenewsph  https://t.co/rDyM43GYgW,Negative
"“So, parang masakit masyado (So, it pains me),” President Duterte said. “Kasi itong mga walanghiya talaga ‘to. Iyong iba naaareglo (These [illegal recruiters] are shameless. They can escape liability) because they have the money, they have earned so much money",Negative
"and I will give the same lecture, about half a day so that preparado sila, hindi sila takot (they are prepared and not afraid).”  President #Duterte said it is unbearable to see overseas Filipino workers (OFWs) fall prey to illegal recruiters.",Negative
"Bello told President #Duterte that there is already a task force on illegal recruitment that is being headed by the Department of Justice (DOJ).  President Duterte, in response, said the way the existing task force handles the issues on illegal recruitment is “too circuitous.”",Negative
"President #Duterte told Interior Secretary Eduardo Año to train personnel that will be part of the new task force.  “Give them about two months of lectures and training about labor laws and about crime, how to ano lang (conduct) the law of arrest, search and seizure,” he said.",Negative
President #Duterte’s order came after Labor Secretary Silvestre Bello III told him that his office’s efforts against illegal recruitment have borne fruit following the conviction of 32 individuals.,Negative
"“Gusto kong mag-create ng (I want to create the) anti-illegal task force [that will address the illegal recruitment],” President #Duterte said. “Either throw it to the police, ideally it should be CIDG or NBI.”",Positive
President #Duterte sought the establishment of a new anti-illegal recruitment unit that will be run either by the National Bureau of Investigation (NBI) or the Philippine National Police’s Criminal Investigation and Detection Group (CIDG).,Negative
PRRD bent on forming stronger task force vs. illegal recruitment  President Rodrigo Roa #Duterte has pitched for the creation of a “stronger” task force that will implement the government’s strong measures against illegal recruitment.  https://t.co/HZvp38Jwmy,Negative
"So the next time you ask us why these “unpresidential” and petty remarks of Duterte don’t seem to wake us up, it’s because no amount of “papayat ka muna Gordon” can erase the fact that Digong is an accomplished president and a damn good one at that.",Neutral
President #Duterte also directed Bello to ensure that only students who had the drive to finish their studies would avail of the education subsidy.,Positive
"Medialdea said the executive department will discuss the matter with the Department of Budget and Management.  If more funds were needed, President #Duterte said he will find a way to look for sources of funding.",Neutral
@gmanews In short Bong Go's allegiance is with Duterte not with the Filipino people. And it's even more dangerous if he becomes the President. Puppet na puppet. So mag isip tyo sa 2022 ha. No to Duterte. No to Bong Go.,Negative
"Bello, in response, said the PHP3 billion scholarship fund would be a “big help” to college-level children of displaced OFWs.  President #Duterte then asked Executive Secretary Salvador Medialdea if it would be possible to release the amount needed for the education subsidy.",Neutral
WATCH: Sen. Richard Gordon says the tirades of President Rodrigo Duterte and Sen. Bong Go against him and other members of the Senate are aimed at diverting public attention away from the issue at hand -- irregularities in the handling of pandemic funds @cnnphilippines  https://t.co/Iyeui92fUj,Positive
President Duterte wants Php3-billion education subsidy for children of OFWs  President Rodrigo Roa #Duterte said he wants to raise the scholarship fund for children of overseas Filipino workers (OFWs) displaced by the Covid-19 pandemic to PHP3 billion.  https://t.co/WqRbsxlgY9,Neutral
"Senators Panfilo Lacson and Richard Gordon took their gloves off in hitting back at President Duterte, who has been asking the public and government agencies to ignore the COA and the Senate while belittling the chamber’s probes.   https://t.co/DgfDEIxSix",Negative
"Senators Panfilo Lacson and Richard Gordon took their gloves off in hitting back at President Duterte, who has been asking the public and government agencies to ignore the COA and the Senate while belittling the chamber’s probes. | via @onenewsph   https://t.co/nXZeALtHgp",Negative
"As the deadline for the release of special risk allowances of healthcare workers lapses, President Rodrigo Duterte defended the health department amid criticisms.  https://t.co/JF6TZHUaJZ",Negative
President Rodrigo Duterte has directed the National Task Force against COVID-19 to evaluate granular or localized lockdowns.   https://t.co/pubvvC2rZK,Neutral
"at first we were like ""bro, duterte and go are having an 'intimate' relationship more than as a president and his personal assistant"" as part of the joke, but bro .... i don’t think it’s a joke anymore.",Positive
"President Duterte discussing the government’s pandemic response elaborately for 2 straight hours, then segues to budget plans, and mentions some short unimportant remarks about his political foes.  Media be like: ok let’s quote the “Gordon is fat” part.  TABLOID GAMING AMPOTA",Positive
Senate Blue Ribbon Committee Chairman Richard Gordon said the Upper Chamber’s investigation into the overpriced personal protective equipment (PPEs) may go as high as President Duterte.  READ MORE:  https://t.co/nZaT5JhOYK  #NowYouKnow #NYK  https://t.co/tQ9Otp447P,Neutral
Malacañang is leaving it to the Office of the Ombudsman to release the statement of assets liabilities and net worth (SALN) of President Rodrigo Duterte.  FULL STORY:  https://t.co/4ahwlUvNnU  https://t.co/n2sQD7Hyiu,Positive
PhilHealth president ipinatawag ni Duterte   https://t.co/0RHKkL2nYZ #TunayNaTabloidista   #AbanteNews @RRD_Davao,Neutral
"President Rodrigo Duterte likened senators investigating the government's use of pandemic response funds to interrogators during Nazi Germany, noting how attendees are being bombarded with questions for hours during Senate hearings.  Read more:  https://t.co/EiSSQmu5ma  https://t.co/Ul8iaLjfBI",Neutral
"President Rodrigo Roa Duterte approved the recommendation of the Inter-Agency Task Force (IATF) to extend the current travel restrictions in India, Pakistan, Bangladesh, Sri Lanka, Nepal, United Arab Emirates, Oman, Thailand, Malaysia and Indonesia from September 1 to 5, 2021.",Positive
Senator Bong Go defended his relationship with President Rodrigo Duterte after Senator Richard Gordon alluded that there might be a conflict of interest with his role as a Senator investigating the pandemic spending of the Duterte administration. | Sean Rafio  #DailyGuardian  https://t.co/cFgmWmRqVa,Positive
"'NANGAKO AKO SA PANGULO, HINDI KO SIYA IIWANAN.'  Senator Bong Go slammed fellow Senator Richard Gordon for questioning his closeness with President Rodrigo Duterte. He also said Senate inquiries should not lead to “bullying” to uncover anomalies.  READ:  https://t.co/1nP9d9QsPA  https://t.co/f8IU6DmCex",Negative
President Duterte intends to funnel another P3 billion to the national government’s scholarship assistance for children of overseas Filipino workers (OFWs) who were displaced by the COVID-19 pandemic.   https://t.co/qdWs9nkjOo,Neutral
Sen. Bong Go takes a swipe at Senate Blue Ribbon Committee chairperson Sen. Richard Gordon for questioning his closeness with President Duterte.  https://t.co/9cYmavrmkG,Negative
"ship: DuGo title: i'm inlove with the president summary: bong go, who has been a beta ever since he was small, goes into heat. coincidentally, the highest alpha, philippines president rodrigo duterte appears. a love between a president and a senator, how will their love progress?",Positive
"I, Bong Go, take you, President Rodrigo Duterte, to be my wife. I promise to be true to you in good times and in bad, in sickness and in health. I will love you and honor you all the days of my life.  https://t.co/KDR5VJSSt3",Positive
There's no stopping a 'Vice President' Rodrigo Duterte from assuming the highest post in the land for the second time  https://t.co/ynStWKV90b,Positive
Doesn’t the Philippines want investors over?  This was President Duterte’s reaction to attacks against former economic adviser Michael Yang who is linked to the issue of overpriced medical supplies in the COVID-19 pandemic.  READ MORE:  https://t.co/ZgV8L8MPCC  #NowYouKnow #NYK  https://t.co/fMDFc3hon4,Negative
ICYMI: Netizens poked fun at President Duterte’s pronouncement that he will be the country’s chief auditor if he becomes the vice president in 2022. There's even a fictitious conversation between him and VP Leni Robredo about it. | via @onenewsph   https://t.co/yta3TfLEGY,Positive
ICYMI: Netizens poked fun at President Duterte’s pronouncement that he will be the country’s chief auditor if he becomes the vice president in 2022. There's even a fictitious conversation between him and VP Leni Robredo about it.   https://t.co/d7IjK44WWe,Positive
"@pinoyanghang Manny Pacquiao has 8 defeats at two times siya knockout. Duterte since he became mayor until he became president is undefeated. He has zero lose in elections. He even knockout ABS CBN, Mar Roxas, Binay, Grace Poe. Ocho derecho na derecho sa inidoro etc. Lahat bumangga ay nagiba  https://t.co/llABJ0szA1",Negative
"[1/2] READ: “Buy immediately. Never mind about bidding,” President Rodrigo Duterte recalling his earlier statement when the government resorted to emergency procurement of medical supplies needed to combat #Covid19.  https://t.co/8b6gEjdQW3",Negative
"Amost 6years ng kontra itong mga senador na ito, kontra dito kontra duon, pabibo dito pabibo duon. When will these senators realize that Pres. Duterte is well-loved, respected, and trusted by the majority? O, talagang makapal na lang ang mga apog nila to go against the president?",Positive
@margallo_lucio I cannot choose wala kasing matino eh.,Neutral
A senator closely allied with President Rodrigo Duterte on Tuesday asked Sen. Richard Gordon to inhibit himself from the Blue Ribbon Committee's inquiry into deficiencies in pandemic spending that had been flagged by state auditors.    https://t.co/uCPGzwKJIb,Negative
"Bong Go, rumored 2022 presidential bet/Duterte proxy, in hot water after being linked to shady pandemic deals.  Here he says: ""What's your right to question my closeness to the president? I promised him I would never leave him forever and that's between us, because I love [him].""",Positive
"""Duterte promising to audit the COA as vice-president is both laughable and a badge of guilt.""  Read this #opinion piece by Tony La Viña and Jayvy Gamboa.   https://t.co/GE6x28BvVG",Positive
"#BREAKING: President Duterte approves the extension of travel restrictions to 10 countries until September 5, his spokesman Harry Roque confirms. @ANCALERTS, @gmanews, @cnnphilippines and @NewsAsia24",Positive
"@ABSCBNNews Ay!! Akala ko, “HOUSE OF REPRESENTATIVES, declare President Rodrigo Duterte, Persona Non Grata” dahil  https://t.co/E5jhJ8BjFf",Neutral
"Yes, duterte wrecked the economy. But I always say… it only takes one transformative leader to change the country’s fate. PNoy lead us to be Asia’s brightest star from its sick man. Next president must confirm to good governance  https://t.co/x6S3BntUE1",Positive
"@rosehatepage BREAKING: President Rodrigo Duterte officially passes away at the ripe age of 76 years old, his spokesman Harry Roque confirms | @pplmanuel  https://t.co/WiNXku97MA",Neutral
President Rodrigo Roa Duterte is enjoying high approval ratings because he has fulfilled his promises to the people. #InformInformInform #DuterteLegacy #MartinAndanar  https://t.co/By8cwpW81E,Positive
"MS OPINION | ""Duterte is thinking about running for vice president at the expense of everybody."" Read more here:  https://t.co/BtIoslaLh1  https://t.co/d1wbqs8t4A",Neutral
"President Rodrigo Duterte is eligible to run for the second highest position in the country, the justice secretary declared on Tuesday, saying there are no legal obstacles for the chief executive’s plans for next year’s national elections.  READ:  https://t.co/ht2JwSID4L  https://t.co/RMEZ2nooBf",Positive
"President Rodrigo Duterte can seek the vice presidency and take over the presidency if something happens to the president, Justice Secretary Menardo Guevarra on Tuesday said.  https://t.co/cdZ0vd9N1v",Positive
"President Rodrigo Duterte is angry at Senator Richard Gordon for grilling embattled former budget undersecretary Lloyd Christopher Lao, and urges voters to ignore the lawmaker if he runs in 2022.  https://t.co/hGwBHAQYTV",Negative
"MS OPINION | ""The idea of a vice-presidential run by President Duterte is completely devoid of subtlety or mystery.""  Read more here:  https://t.co/J9gP2axpBm  https://t.co/TYJo5xENkg",Neutral
The Senator Richard Gordon-led Senate Blue Ribbon Committee hearings “reek of malice” as far as President Duterte is concerned.   https://t.co/IKwaENATRF,Neutral
tapos potanginang duterte to may balak pang tumakbo ng vice president 🥲🙂🙃,Positive
@ABSCBNNews See how these crooks will make Duterte president again. Comelec should not approve his application for candidacy as vp,Neutral
"Bong Go when Duterte doesn't love him back:  lmfao, get a life outside the president's care  https://t.co/gNrRq9WKZr",Positive
"BREAKING: President Rodrigo Duterte approves the extension of travel restrictions to 10 countries until September 5, his spokesman Harry Roque confirms | @pplmanuel  https://t.co/f8JzRMqLQm",Positive
Senator Richard Gordon bucked President Duterte’s warning he would bar Cabinet members from attending congressional inquiries saying this would mean that he is hiding something.  READ:  https://t.co/EwBNXKVIZv  https://t.co/NoxUvETKdC,Negative
"Nothing in the wording of the Constitution prohibits President Duterte from running for vice president and then taking over as president under proper circumstances, says Justice Sec. Menardo Guevarra.  https://t.co/aLheT8IV33",Positive
Travel restrictions to 10 countries extended until September 5.  President Rodrigo Roa Duterte approved the recommendation of the Inter-Agency Task Force (IATF) to extend the current travel restrictions in -- (1/3)  https://t.co/1X2vBJbdam,Positive
Sen. Bong Go hit Sen. Richard Gordon for questioning his close ties to President Rodrigo Duterte even as he was a senator now.  https://t.co/1s5nLxVmPs,Negative
"JUST IN | President Duterte approves the recommendation of the IATF to extend the current travel restrictions to ten countries until September 5, says Presidential Spokesperson Sec. Harry Roque. (via News5/Maricel Halili)  https://t.co/2ZwP4TYZSA",Positive
Senator Bong Go said Senator Richard Gordon has no right to question his closeness with President Rodrigo Duterte because he promised the President that he would never leave him.   READ:  https://t.co/p2GD0EqndI  https://t.co/aEsbtfFABw,Positive
"Please Taiwan &amp; New Zealand, help us oust this president Duterte by showing him your preparedness on handling Covid.",Positive
"@PhilippineStar I am not a big fan of our president kaya hindi ako nakikinig sa mga national addresses n’ya. So i was watching the News, natawa ako sa hirit ni Sen. Gordon against Duterte’s rants… sa pagandahang lalaki mananalo nga naman si Sen. Gordon hahahaha😂",Positive
"Duterte is prohibited by the constitution from seeking a second term, but his opponents believe he wants to maintain his grip on power. He has declared he will seek the vice presidency, if his daughter Sara Duterte-Carpio does not run for president.   https://t.co/WoBk7hBItx",Neutral
"While President Rodrigo Duterte expressed confidence he would easily win as vice president in 2022 because “there is no opposition,” a political expert said “it’s too early to say.” | @AdrianINQ  https://t.co/o7roW5aDqi",Positive
Defense! Defense! Defense!  All i hear from #president #duterte #DuterteLegacy #Philippines,Positive
"Fearing electoral backlash, he then backed off from days-old nomination for president by one faction of PDP-Laban.  ✊🏾 Duterte himself responded by downplaying legislative inquiries (walang mangyari, although he used the same venue to crucify De Lima with fake sex videos). 👇👇",Negative
"Pduts and Go pag may LQ:  Duterte: “Mahal mo ba ako dahil kailangan mo ako? … O kailangan mo ako kaya mahal mo ako?”  Bong Go: ""Oh yes, alalay mo ako. Alalay mo lang ako... And I'm so stupid to make the biggest mistake of falling in love with my President.""  https://t.co/caqKrKMkFg",Negative
President Rodrigo Duterte has extended the ban on travelers from India and nine other countries until September 5. | via @pr1ncegolez  https://t.co/P6beWxkxpf,Negative
"President Rodrigo Duterte is angry at Senator Richard Gordon for grilling embattled former budget undersecretary Lloyd Christopher Lao, and urges voters to ignore the lawmaker if he runs in 2022.  https://t.co/u9vt9EN3lG",Negative
"@nicoquejano para maka resign na rin si president duterte, prove it to him show some data",Negative
@iskonglasalista @MamaHopia Agree with President Duterte,Positive
"Thanks to Duterte's trolling, Gordon and Lacson are now in the crosshairs of the president's supporters.",Positive
"President Rodrigo Duterte extends the ban on travelers from India, Pakistan, Bangladesh, Sri Lanka, Nepal, United Arab Emirates, Oman, Thailand, Malaysia and Indonesia until September 5, says Malacañang. @Politiko_Ph @AbanteNews",Negative
"The Philippines' COVID-19 death toll is fewer than that of other countries, President Rodrigo Duterte says a day after the country recorded 22,366 new cases, the highest since the pandemic began.  Read more:  https://t.co/0FD4QOGeEB  https://t.co/Xr18Wfdymh",Negative
"Presidential spokesman Harry Roque: President Duterte approved the recommendation of IATF to extend the current travel restrictions in India, Pakistan, Bangladesh, Sri Lanka, Nepal, United Arab Emirates, Oman, Thailand, Malaysia and Indonesia from Sept. 1-5, 2021 | @alexisbromero  https://t.co/9BrhAPgVFy",Positive
"President Duterte, in his recorded ‘Talk to the People,’ says he will resign as president if anybody can name a country that is prepared since the onset of the #COVID19 pandemic.  https://t.co/Bwu1fowZht",Negative
"Presidential spokesman Harry Roque: President Duterte approved the recommendation of IATF to extend the current travel restrictions in India, Pakistan, Bangladesh, Sri Lanka, Nepal, United Arab Emirates, Oman, Thailand, Malaysia and Indonesia from Sept. 1-5, 2021 @PhilippineStar",Positive
"Sec. Roque:  Travel restrictions to 10 countries extended until September 5  President Duterte approved the recommendation to extend the current travel restrictions in India, Pakistan, Bangladesh, Sri Lanka, Nepal, United Arab Emirates, Oman…@News5PH @onenewsph",Positive
President Duterte came to the defense of two personalities embroiled in controversies about the government's pandemic spending: former budget undersecretary Lloyd Christopher Lao and former presidential adviser Michael Yang.  https://t.co/Icqu1D0xd7,Positive
"Mandated by President Duterte, the country will officially celebrate and commemorate the heritage, significance and legacy of Philippine Cinema through the Philippine Film Industry Month this entire September.   https://t.co/2NGss0Z1Dh",Positive
"@AntiTerroristPh My Daughter is enrolled in a SUC in cavite and i’m an OFW, which why i’m proud that my president is Duterte and that my next president is a Duterte👊🏼👊🏼👊🏼",Positive
gago i want a relationship like bong go and president duterte 😞👉🏻👈🏻,Negative
"This comes amid heightened scrutiny of the government's spending of pandemic funds in both chambers of Congress. The Senate in particular has earned Duterte's ire as it closes in on individuals linked to the president and Sen. Christopher ""Bong"" Go.  READ:  https://t.co/jbQILeKxRb  https://t.co/E4GIPa87bC",Neutral
@zzzrintarou uhm… it’s just a hashtag to cancel philippine’s president which is “duterte”,Negative
Mema Leni ha! Hindi na naman pala nag request ng SALN copy ni President Duterte sa Ombudsman. Ano yan si Digong paba kukuha for u?,Negative
"Even though our active cases have soared closer to 2 million and deaths have risen to 33,330, President Duterte has focused on more unimportant things. #duterte #covid #OpinYon #WeTakeAStand     https://t.co/VE8wRFWhvs",Positive
"President Duterte defends his former economic adviser Michael Yang from allegations.  Yang, who was previously accused of being linked to drug syndicates, reportedly has ties to PH government's biggest supplier of medical goods during the pandemic.  More:  https://t.co/ycC9vK8K8X  https://t.co/DRojyqMeEg",Negative
"We all know that so long as Duterte is President, nothing will happen. Worst case, someone will be fired and reassigned. Sadly, some caretaker will end up in jail.",Negative
"Sen. Bong Go tells colleagues that Llyod Christopher Lao, former Officer-in-Charge of the PS-DBM, has never been his aide nor reported directly to him when he served as special assistant to President Rodrigo Duterte in 2016-2018. #SenatePH 1/2 @SAPBongGo  https://t.co/RD09iqLKrh",Positive
ICYMI: President Rodrigo Duterte criticized Sen. Richard Gordon for his weight and accused the lawmaker of Sinophobia.   https://t.co/wUFqGXAbam,Negative
"@attyharryroque Greetings! After the successful flight of CRS-23 to the ISS, does the President have further plans to cooperate with SpaceX?  #WenOrbitPhilippines #Philippines #Space #SpaceX #Duterte #HarryRoque",Positive
"After the country recorded a new all-time high of new cases, President Rodrigo Duterte said the country's COVID-19 death toll is fewer than other countries' fatalities — a remark that drew flak.  https://t.co/0FD4QOXQ3b",Negative
"Senators probing the government's purchase of allegedly overpriced medical supplies are only politicking, President Rodrigo Duterte said of members of a co-equal branch of government as he said the public should not vote for them in 2022.   https://t.co/qbI55UwASK",Neutral
"@isabelmerana We already know what will happen with all the corruption in the country.  Nothing.   Worst case, someone will be fired and reassigned to another agency months later.   So long as Duterte is President, we can safely predict that nothing will happen.",Positive
"@colabrespaolo There is NO even a good connection with your language, as long as we believe in the power of an enhance skills and a good communicator like President Duterte.",Positive
Watch this video of the President of #Malawi speak about a government audit report that implicated his labor minister in the misuse of COVID-19 funds.   Makes you wish that Duterte acted this way when @CommOnAudit released their findings on DOH and Lao.   https://t.co/IjO6gtkhGK,Positive
"pReSidEnT DUTERTE, those are not just numbers. Those are actual people, YOUR PEOPLE, who are dying. Lagpas isang taon na. Lagpas isang taon na, incompetent ka na nga sa actions, incompetent ka pa sa statements na nilalabas mo.",Negative
"Inig ma priso c duterte mag pa marcos2 dayun ni banali nyo ang history, the real/greatest president, the greatest mistake in the history of the human race AHAHAHAAHA",Positive
"President Rodrigo Duterte on Monday (Aug. 30) said the government must recalibrate its pandemic response after the Department of Health on the same day recorded a total of 22,366 new COVID-19 cases, the highest number of cases so far.   https://t.co/eItVJu7Bes",Positive
"Gordon says there have been repeated attempts to distract the Senate probe such as Pres. Duterte’s recent tirades, hits the President for going after institutions instead of corrupt officials.",Negative
Human rights lawyer Chel Diokno offered some advice to Senator Richard Gordon as a consistent target of ad hominem attacks.  Gordon was teased on Monday by President Rodrigo Duterte for his weight. Diokno also received attacks from the President last 2018 for his teeth.  https://t.co/flnntBFMkR,Negative
President Rodrigo Duterte has advised the public not to reelect lawmakers who are taking advantage of their position as the 2022 elections draw near.   https://t.co/HjuzBiFwyo,Positive
President Duterte hurls insults at senators probing the government's use of pandemic response funds  https://t.co/OgTqG7O3nK,Negative
President Duterte intends to funnel another P3 billion to the national government’s scholarship assistance for children of OFWs who were displaced by the COVID-19 pandemic.  READ:  https://t.co/qdWs9nkjOo,Neutral
"Veronica “Kitty” Duterte, youngest daughter of President Rodrigo Duterte, shared her sweetness to her ate Princess Avancena.   https://t.co/aYWZYZnUyd",Positive
Some hospitals have already received the special risk allowance for their medical frontliners after President Rodrigo Duterte ordered the Department of Health and the Department of Budget and Management to pay them immediately.  https://t.co/Q8qEWQmeXo,Positive
"President Duterte is wondering over the “honesty” of Senator Panfilo Lacson, a declared candidate for President in the 2022 elections.  READ:  https://t.co/yOu4wo2a09",Neutral
Senators Richard Gordon and Panfilo Lacson responded to President Duterte's personal attacks against them in his pre-recorded national address.  READ FULL STORY:  https://t.co/U1k1RRpcPA  Article by ABS CBN NEWS  #NowYouKnow #NYK  https://t.co/gRycIGQAkp,Negative
"Senator Richard Gordon remains unfazed by insults thrown against him by President Rodrigo Duterte, as he stood by his Senate committee’s probe into the “overpriced” medical items purchased at the height of the pandemic.  READ:  https://t.co/wQJle3k1To 📰 https://t.co/SE3wS23zrb  https://t.co/6Zza5Xc7JR",Negative
"Senator Panfilo Lacson on Tuesday brushed off President Rodrigo Duterte’s rants as against him, saying the Chief Executive is now in “panic mode” and attempting to discourage the Senate from probing the purchase of “overpriced” pandemic response supplies.  https://t.co/HhSmBqDuiJ",Negative
"The COVID-19 Inter-Agency Task Force has already endorsed to President Rodrigo Duterte a proposal to expand limited face-to-face classes to engineering, hotel and restaurant management, and maritime studies, the Commission on Higher Education says.  https://t.co/ZiSkPdmtYl",Positive
Former Presidential Spokesperson and Cabinet Secretary Edwin Lacierda airs his frustrations on President Duterte's comments on senators' looks during his address.  #NowYouKnow #NYK  https://t.co/8btJkZIpGU,Negative
